entry_style,rev,impulse,pb,dip,target,split,n,win,E_net,E_R,target_hit,stop_hit,time_exit,median_stop_dist,n_days,n_trig,trig_rate
impulse_pb,10.0,10.0,10.0,,25.0,Validation,210,0.36666666666666664,-3.7547619047619047,-0.23065262282289054,0.3619047619047619,0.6333333333333333,0.004761904761904762,19.75,227,210,0.9251101321585903
impulse_pb,10.0,10.0,10.0,,30.0,Discovery,161,0.3416149068322981,-0.5341614906832298,-0.09093195133012508,0.2670807453416149,0.6211180124223602,0.11180124223602485,11.75,207,161,0.7777777777777778
impulse_pb,10.0,10.0,10.0,,30.0,OOS,90,0.4444444444444444,0.5583333333333333,-0.06712811713997027,0.4444444444444444,0.5444444444444444,0.011111111111111112,24.25,102,90,0.8823529411764706
impulse_pb,10.0,10.0,10.0,,30.0,Validation,210,0.32857142857142857,-3.8642857142857143,-0.25436312875821526,0.319047619047619,0.6666666666666666,0.014285714285714285,19.75,227,210,0.9251101321585903
impulse_pb,10.0,15.0,5.0,,20.0,Discovery,138,0.37681159420289856,-1.3079710144927537,-0.058525285029376276,0.34782608695652173,0.5942028985507246,0.057971014492753624,10.875,207,138,0.6666666666666666
impulse_pb,10.0,15.0,5.0,,20.0,OOS,87,0.5287356321839081,-1.9051724137931034,-0.11643482681329045,0.5172413793103449,0.47126436781609193,0.011494252873563218,28.75,102,87,0.8529411764705882
impulse_pb,10.0,15.0,5.0,,20.0,Validation,197,0.4263959390862944,-3.730964467005076,-0.24139555294310694,0.4263959390862944,0.5736040609137056,0.0,20.25,227,197,0.8678414096916299
impulse_pb,10.0,15.0,5.0,,25.0,Discovery,138,0.3333333333333333,-1.644927536231884,-0.04021479342487616,0.2971014492753623,0.6304347826086957,0.07246376811594203,10.875,207,138,0.6666666666666666
impulse_pb,10.0,15.0,5.0,,25.0,OOS,87,0.5057471264367817,-0.9482758620689655,-0.05156750157541311,0.4942528735632184,0.4942528735632184,0.011494252873563218,28.75,102,87,0.8529411764705882
impulse_pb,10.0,15.0,5.0,,25.0,Validation,197,0.37055837563451777,-4.5456852791878175,-0.2665707391955107,0.36548223350253806,0.6294416243654822,0.005076142131979695,20.25,227,197,0.8678414096916299
impulse_pb,10.0,15.0,5.0,,30.0,Discovery,138,0.3115942028985507,-1.519927536231884,0.0023524161415990463,0.2608695652173913,0.6521739130434783,0.08695652173913043,10.875,207,138,0.6666666666666666
