run,n_trades,total_pnl_nq,expectancy_r,expectancy_usd
351,400,-2917.7499999999645,-0.14527527501020868,-7.294374999999912
352,400,13049.00000000017,-0.0010274378644103876,32.62250000000042
353,400,9719.500000000226,0.0575498259140816,24.298750000000563
354,400,5580.500000000375,0.03921137547108811,13.951250000000936
355,400,-7749.250000000034,-0.13337377643195183,-19.373125000000083
356,400,-14551.50000000027,-0.10090297505165909,-36.37875000000067
357,400,-2439.4999999999163,-0.06272260522997103,-6.098749999999791
358,400,2058.750000000391,0.014187693139657486,5.1468750000009775
359,400,905.7500000001892,-0.07413903043275999,2.2643750000004728
360,400,12763.999999999915,-0.06639542538104765,31.909999999999787
361,400,-3616.249999999818,-0.047677295326348616,-9.040624999999546
362,400,-8308.75,-0.036179087100404406,-20.771875
363,400,8115.000000000091,0.01084043820474583,20.28750000000023
364,400,-11414.250000000062,-0.08247812963350222,-28.535625000000156
365,400,-27896.00000000006,-0.15013203677384912,-69.74000000000015
366,400,-5423.4999999998945,-0.07823225149954387,-13.558749999999737
367,400,15264.000000000091,0.018648153501578644,38.160000000000224
368,400,-8964.750000000458,-0.05058458736699418,-22.411875000001146
369,400,-800.749999999739,-0.052838578248578384,-2.0018749999993473
370,400,-8864.749999999567,-0.04431851153039136,-22.16187499999892
371,400,-8956.249999999964,-0.009539728403107345,-22.390624999999908
372,400,-24824.750000000233,-0.17870404185826116,-62.06187500000058
373,400,-18796.499999999825,-0.08638903805886965,-46.99124999999956
374,400,-8043.000000000038,-0.10329990516650296,-20.107500000000094
375,400,-19240.250000000044,-0.14747024606564774,-48.10062500000011
376,400,-5926.750000000129,-0.20165275379861552,-14.816875000000323
377,400,1022.4999999997499,-0.08627213313571187,2.5562499999993746
378,400,1323.2499999997426,-0.09199829969017861,3.3081249999993565
379,400,3853.999999999887,-0.02334175261852339,9.634999999999717
380,400,-9587.499999999867,-0.16554500154659121,-23.96874999999967
381,400,-5421.75000000002,-0.1111055738266355,-13.55437500000005
382,400,-20760.74999999988,-0.06912507147574692,-51.9018749999997
383,400,-505.00000000023647,-0.007700072525192167,-1.2625000000005913
384,400,1445.0000000000227,-0.03037216086376024,3.6125000000000567
385,400,-6348.249999999989,0.005391622386031445,-15.870624999999972
386,400,8357.249999999894,-0.09122507873265029,20.893124999999735
387,400,-3291.2499999999045,-0.13575916332403715,-8.22812499999976
388,400,-413.49999999996726,-0.08141678623679055,-1.0337499999999182
389,400,-10766.500000000106,-0.023182547615056493,-26.916250000000264
390,400,-11933.000000000357,-0.1072431574766873,-29.83250000000089
391,400,5744.0000000001055,-0.12090727369134893,14.360000000000264
392,400,-26604.75000000014,-0.13438911647396573,-66.51187500000034
393,400,-1312.24999999984,-0.003696581231910017,-3.2806249999996
394,400,856.0000000002037,-0.0430586973611679,2.1400000000005095
395,400,3156.749999999429,-0.005405979447671014,7.8918749999985724
396,400,-9306.499999999869,-0.006847530486385498,-23.266249999999673
397,400,-6938.499999999858,-0.05283063583420283,-17.346249999999646
398,400,7386.250000000164,0.03864990097475611,18.465625000000408
399,400,-535.2500000001282,-0.0036691927343381003,-1.3381250000003206
400,400,-19000.750000000164,-0.14431175621474446,-47.50187500000041
401,400,-18318.9999999999,-0.2011651318218229,-45.79749999999976
402,400,7037.25000000034,-0.054184956895124425,17.59312500000085
403,400,-15277.500000000164,-0.14473332495584465,-38.193750000000406
404,400,-19602.000000000175,-0.1664561276563678,-49.005000000000436
405,400,-38801.749999999854,-0.1918191721680952,-97.00437499999964
406,400,-5123.00000000002,-0.10755808548409306,-12.80750000000005
407,400,-137.25000000019463,-0.14263556380715994,-0.34312500000048657
408,400,-32823.000000000095,-0.2731535751117544,-82.05750000000023
409,400,8522.999999999774,0.03365224621888849,21.307499999999436
410,400,-1528.5000000001673,-0.11756229650432504,-3.8212500000004184
411,400,-11645.749999999935,-0.11135721659094024,-29.114374999999836
412,400,-17903.49999999985,-0.18679032285200556,-44.75874999999963
413,400,2537.250000000113,-0.08733055478273219,6.343125000000282
414,400,-27868.75000000011,-0.2204386359572161,-69.67187500000027
415,400,-8325.999999999713,-0.0604936534879011,-20.81499999999928
416,400,-2881.0000000000264,-0.09733226366734754,-7.202500000000066
417,400,-22502.499999999964,-0.15311719352138609,-56.25624999999991
418,400,-8273.749999999636,-0.07561470367022077,-20.68437499999909
419,400,9574.000000000106,0.07236950216494974,23.935000000000265
420,400,3713.2500000000437,-0.07259436925473077,9.283125000000108
421,400,2126.0000000003038,-0.051768428440921034,5.31500000000076
422,400,-19564.750000000477,-0.1550362203837421,-48.91187500000119
423,400,-4993.500000000149,-0.14688731399289698,-12.483750000000374
424,400,8110.500000000075,-0.0556924637052785,20.276250000000186
425,400,-10302.999999999833,-0.0692551928918723,-25.75749999999958
426,400,2158.2500000000664,-0.0344766064263001,5.395625000000166
427,400,9517.749999999878,-0.03703804569723725,23.794374999999697
428,400,-5079.749999999985,-0.08281986935201592,-12.699374999999964
429,400,-17709.749999999687,-0.25567810026295057,-44.27437499999922
430,400,-7736.49999999986,-0.06978891285597456,-19.34124999999965
431,400,-6855.999999999758,-0.06739173842338438,-17.139999999999397
432,400,-3675.749999999962,-0.18392527801590228,-9.189374999999904
433,400,8654.500000000135,-0.062284282265532544,21.636250000000338
434,400,-14561.250000000186,-0.15413140011730284,-36.403125000000465
435,400,6688.750000000014,-0.06477086566037672,16.721875000000033
436,400,-4639.749999999822,-0.11952833702513604,-11.599374999999554
