sample,side,length,start_date,end_date
Validation,bear,1,2024-11-27,2024-11-27
Validation,bull,3,2024-12-02,2024-12-04
Validation,bear,1,2024-12-05,2024-12-05
Validation,bull,1,2024-12-06,2024-12-06
Validation,bear,2,2024-12-09,2024-12-10
Validation,bull,1,2024-12-11,2024-12-11
Validation,bear,1,2024-12-12,2024-12-12
Validation,bull,3,2024-12-13,2024-12-17
Validation,bear,2,2024-12-18,2024-12-19
Validation,bull,2,2024-12-20,2024-12-23
Validation,bear,4,2024-12-26,2024-12-31
OOS,bear,1,2025-01-02,2025-01-02
OOS,bull,2,2025-01-03,2025-01-06
OOS,bear,5,2025-01-07,2025-01-14
OOS,bull,1,2025-01-15,2025-01-15
OOS,bear,1,2025-01-16,2025-01-16
OOS,bull,4,2025-01-17,2025-01-23
OOS,bear,2,2025-01-24,2025-01-27
OOS,bull,3,2025-01-28,2025-01-30
OOS,bear,1,2025-01-31,2025-01-31
OOS,bull,1,2025-02-03,2025-02-03
OOS,bear,1,2025-02-04,2025-02-04
OOS,bull,2,2025-02-05,2025-02-06
OOS,bear,1,2025-02-07,2025-02-07
OOS,bull,1,2025-02-10,2025-02-10
OOS,bear,1,2025-02-11,2025-02-11
OOS,bull,3,2025-02-12,2025-02-14
OOS,bear,6,2025-02-18,2025-02-25
OOS,bull,1,2025-02-26,2025-02-26
OOS,bear,1,2025-02-27,2025-02-27
OOS,bull,1,2025-02-28,2025-02-28
OOS,bear,1,2025-03-03,2025-03-03
OOS,bull,2,2025-03-04,2025-03-05
OOS,bear,4,2025-03-06,2025-03-11
OOS,bull,1,2025-03-12,2025-03-12
OOS,bear,1,2025-03-13,2025-03-13
OOS,bull,2,2025-03-14,2025-03-17
OOS,bear,1,2025-03-18,2025-03-18
OOS,bull,1,2025-03-19,2025-03-19
OOS,bear,1,2025-03-20,2025-03-20
OOS,bull,3,2025-03-21,2025-03-25
OOS,bear,3,2025-03-26,2025-03-28
OOS,bull,2,2025-03-31,2025-04-01
OOS,bear,3,2025-04-02,2025-04-04
OOS,bull,1,2025-04-07,2025-04-07
OOS,bear,1,2025-04-08,2025-04-08
OOS,bull,1,2025-04-09,2025-04-09
OOS,bear,1,2025-04-10,2025-04-10
OOS,bull,1,2025-04-11,2025-04-11
OOS,bear,1,2025-04-14,2025-04-14
OOS,bull,1,2025-04-15,2025-04-15
OOS,bear,1,2025-04-16,2025-04-16
OOS,bull,1,2025-04-17,2025-04-17
OOS,bear,1,2025-04-21,2025-04-21
OOS,bull,4,2025-04-22,2025-04-25
OOS,bear,1,2025-04-28,2025-04-28
OOS,bull,2,2025-04-29,2025-04-30
OOS,bear,1,2025-05-01,2025-05-01
OOS,bull,1,2025-05-02,2025-05-02
OOS,bear,2,2025-05-05,2025-05-06
OOS,bull,2,2025-05-07,2025-05-08
OOS,bear,1,2025-05-09,2025-05-09
OOS,bull,6,2025-05-12,2025-05-19
OOS,bear,2,2025-05-20,2025-05-21
OOS,bull,1,2025-05-22,2025-05-22
OOS,bear,1,2025-05-23,2025-05-23
OOS,bull,2,2025-05-27,2025-05-28
OOS,bear,2,2025-05-29,2025-05-30
OOS,bull,3,2025-06-02,2025-06-04
OOS,bear,1,2025-06-05,2025-06-05
OOS,bull,3,2025-06-06,2025-06-10
OOS,bear,1,2025-06-11,2025-06-11
OOS,bull,1,2025-06-12,2025-06-12
OOS,bear,1,2025-06-13,2025-06-13
OOS,bull,1,2025-06-16,2025-06-16
OOS,bear,1,2025-06-17,2025-06-17
OOS,bull,8,2025-06-18,2025-06-30
OOS,bear,1,2025-07-01,2025-07-01
OOS,bull,1,2025-07-02,2025-07-02
OOS,bear,1,2025-07-07,2025-07-07
OOS,bull,2,2025-07-08,2025-07-09
OOS,bear,2,2025-07-10,2025-07-11
OOS,bull,1,2025-07-14,2025-07-14
OOS,bear,1,2025-07-15,2025-07-15
OOS,bull,2,2025-07-16,2025-07-17
OOS,bear,1,2025-07-18,2025-07-18
OOS,bull,1,2025-07-21,2025-07-21
OOS,bear,1,2025-07-22,2025-07-22
OOS,bull,1,2025-07-23,2025-07-23
OOS,bear,1,2025-07-24,2025-07-24
OOS,bull,1,2025-07-25,2025-07-25
OOS,bear,2,2025-07-28,2025-07-29
OOS,bull,1,2025-07-30,2025-07-30
OOS,bear,2,2025-07-31,2025-08-01
OOS,bull,1,2025-08-04,2025-08-04
OOS,bear,1,2025-08-05,2025-08-05
OOS,bull,3,2025-08-06,2025-08-08
OOS,bear,1,2025-08-11,2025-08-11
OOS,bull,1,2025-08-12,2025-08-12
OOS,bear,7,2025-08-13,2025-08-21
OOS,bull,1,2025-08-22,2025-08-22
OOS,bear,1,2025-08-25,2025-08-25
OOS,bull,1,2025-08-26,2025-08-26
OOS,bear,1,2025-08-27,2025-08-27
OOS,bull,1,2025-08-28,2025-08-28
OOS,bear,2,2025-08-29,2025-09-02
OOS,bull,2,2025-09-03,2025-09-04
OOS,bear,1,2025-09-05,2025-09-05
OOS,bull,2,2025-09-08,2025-09-09
OOS,bear,1,2025-09-10,2025-09-10
OOS,bull,3,2025-09-11,2025-09-15
OOS,bear,2,2025-09-16,2025-09-17
OOS,bull,3,2025-09-18,2025-09-22
OOS,bear,3,2025-09-23,2025-09-25
OOS,bull,5,2025-09-26,2025-10-02
OOS,bear,1,2025-10-03,2025-10-03
OOS,bull,1,2025-10-06,2025-10-06
OOS,bear,1,2025-10-07,2025-10-07
OOS,bull,1,2025-10-08,2025-10-08
OOS,bear,2,2025-10-09,2025-10-10
OOS,bull,1,2025-10-13,2025-10-13
OOS,bear,1,2025-10-14,2025-10-14
OOS,bull,1,2025-10-15,2025-10-15
OOS,bear,1,2025-10-16,2025-10-16
OOS,bull,2,2025-10-17,2025-10-20
OOS,bear,2,2025-10-21,2025-10-22
OOS,bull,5,2025-10-23,2025-10-29
OOS,bear,2,2025-10-30,2025-10-31
OOS,bull,1,2025-11-03,2025-11-03
OOS,bear,1,2025-11-04,2025-11-04
OOS,bull,1,2025-11-05,2025-11-05
OOS,bear,2,2025-11-06,2025-11-07
OOS,bull,1,2025-11-10,2025-11-10
OOS,bear,3,2025-11-11,2025-11-13
OOS,bull,1,2025-11-14,2025-11-14
OOS,bear,2,2025-11-17,2025-11-18
OOS,bull,1,2025-11-19,2025-11-19
OOS,bear,1,2025-11-20,2025-11-20
OOS,bull,4,2025-11-21,2025-11-26
OOS,bear,1,2025-12-01,2025-12-01
OOS,bull,2,2025-12-02,2025-12-03
OOS,bear,1,2025-12-04,2025-12-04
OOS,bull,1,2025-12-05,2025-12-05
OOS,bear,2,2025-12-08,2025-12-09
OOS,bull,2,2025-12-10,2025-12-11
OOS,bear,1,2025-12-12,2025-12-12
OOS,bull,1,2025-12-15,2025-12-15
OOS,bear,2,2025-12-16,2025-12-17
OOS,bull,4,2025-12-18,2025-12-23
OOS,bear,5,2025-12-26,2026-01-02
OOS,bull,3,2026-01-05,2026-01-07
OOS,bear,1,2026-01-08,2026-01-08
OOS,bull,1,2026-01-09,2026-01-09
OOS,bear,3,2026-01-12,2026-01-14
OOS,bull,1,2026-01-15,2026-01-15
OOS,bear,2,2026-01-16,2026-01-20
OOS,bull,6,2026-01-21,2026-01-28
OOS,bear,2,2026-01-29,2026-01-30
OOS,bull,1,2026-02-02,2026-02-02
OOS,bear,3,2026-02-03,2026-02-05
OOS,bull,2,2026-02-06,2026-02-09
OOS,bear,1,2026-02-10,2026-02-10
OOS,bull,1,2026-02-11,2026-02-11
OOS,bear,2,2026-02-12,2026-02-13
OOS,bull,2,2026-02-17,2026-02-18
OOS,bear,1,2026-02-19,2026-02-19
OOS,bull,1,2026-02-20,2026-02-20
OOS,bear,1,2026-02-23,2026-02-23
OOS,bull,2,2026-02-24,2026-02-25
OOS,bear,2,2026-02-26,2026-02-27
OOS,bull,1,2026-03-02,2026-03-02
OOS,bear,1,2026-03-03,2026-03-03
OOS,bull,1,2026-03-04,2026-03-04
OOS,bear,2,2026-03-05,2026-03-06
OOS,bull,2,2026-03-09,2026-03-10
OOS,bear,3,2026-03-11,2026-03-13
OOS,bull,2,2026-03-16,2026-03-17
OOS,bear,3,2026-03-18,2026-03-20
OOS,bull,1,2026-03-23,2026-03-23
OOS,bear,5,2026-03-24,2026-03-30
OOS,bull,14,2026-03-31,2026-04-20
OOS,bear,1,2026-04-21,2026-04-21
OOS,bull,1,2026-04-22,2026-04-22
OOS,bear,1,2026-04-23,2026-04-23
OOS,bull,2,2026-04-24,2026-04-27
OOS,bear,2,2026-04-28,2026-04-29
OOS,bull,2,2026-04-30,2026-05-01
OOS,bear,1,2026-05-04,2026-05-04
OOS,bull,2,2026-05-05,2026-05-06
OOS,bear,1,2026-05-07,2026-05-07
OOS,bull,2,2026-05-08,2026-05-11
OOS,bear,1,2026-05-12,2026-05-12
OOS,bull,2,2026-05-13,2026-05-14
OOS,bear,3,2026-05-15,2026-05-19
OOS,bull,9,2026-05-20,2026-06-02
OOS,bear,3,2026-06-03,2026-06-05
OOS,bull,1,2026-06-08,2026-06-08
OOS,bear,2,2026-06-09,2026-06-10
OOS,bull,3,2026-06-11,2026-06-15
OOS,bear,2,2026-06-16,2026-06-17
OOS,bull,2,2026-06-18,2026-06-22
OOS,bear,1,2026-06-23,2026-06-23
OOS,bull,1,2026-06-24,2026-06-24
OOS,bear,2,2026-06-25,2026-06-26
OOS,bull,2,2026-06-29,2026-06-30
OOS,bear,2,2026-07-01,2026-07-02
OOS,bull,1,2026-07-06,2026-07-06
OOS,bear,1,2026-07-07,2026-07-07
OOS,bull,3,2026-07-08,2026-07-10
OOS,bear,1,2026-07-13,2026-07-13
OOS,bull,1,2026-07-14,2026-07-14
OOS,bear,3,2026-07-15,2026-07-17
OOS,bull,2,2026-07-20,2026-07-21
OOS,bear,6,2026-07-22,2026-07-29
OOS,bull,1,2026-07-30,2026-07-30
OOS,bear,1,2026-07-31,2026-07-31
OOS,bull,2,2026-08-03,2026-08-04
OOS,bear,2,2026-08-05,2026-08-06
OOS,bull,1,2026-08-07,2026-08-07
