mechanism,T_offset,horizon,split,n,rate,win,mean,median,mean_mfe,mean_mae,mfe_gt_mae,n_high,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long,follow_win,follow_mean,long_win
structure_hhhl,15,10,Validation,184,0.8288288288288288,0.5108695652173914,0.6807065217391305,1.375,26.581521739130434,28.612771739130434,0.5054347826086957,222.0,0.006365060712886894,-0.3125367215041127,-0.02516647081864465,0.5045045045045045,0.9932432432432432,0.536036036036036
structure_hhhl,15,15,Validation,184,0.8288288288288288,0.5163043478260869,1.3029891304347827,2.5,33.28940217391305,35.17934782608695,0.5217391304347826,222.0,-0.019731688209949083,-0.013452311006658668,-0.006218174696435597,0.536036036036036,1.3164414414414414,0.5225225225225225
structure_hhhl,15,30,Validation,184,0.8288288288288288,0.5,1.252717391304348,0.125,48.42663043478261,48.994565217391305,0.5,222.0,0.0,-0.15606639247943588,-0.058558558558558516,0.5,1.4087837837837838,0.5585585585585585
structure_hhhl,15,10,OOS,102,0.85,0.5392156862745098,2.752450980392157,5.125,48.291666666666664,41.286764705882355,0.5392156862745098,120.0,0.014215686274509753,1.852450980392157,0.11421568627450979,0.525,0.9,0.425
structure_hhhl,15,15,OOS,102,0.85,0.5588235294117647,10.242647058823529,9.625,63.306372549019606,50.78186274509804,0.5588235294117647,120.0,0.008823529411764675,1.4863970588235293,0.12549019607843137,0.55,8.75625,0.43333333333333335
structure_hhhl,15,30,OOS,102,0.85,0.5196078431372549,11.610294117647058,0.625,83.61029411764706,65.83088235294117,0.5588235294117647,120.0,0.01127450980392164,2.149877450980391,0.09460784313725495,0.5083333333333333,9.460416666666667,0.425
structure_hhhl,15,10,ALL,978,0.8409286328460877,0.5122699386503068,1.0593047034764826,0.375,16.627811860940696,15.247955010224949,0.5153374233128835,1163.0,0.0036640866709608533,0.42139592550746374,0.026457384909980064,0.5086058519793459,0.6379087779690189,0.4858125537403267
structure_hhhl,15,15,ALL,978,0.8409286328460877,0.516359918200409,1.9948875255623721,0.75,20.863496932515336,18.80470347648262,0.5265848670756647,1163.0,-0.005154711747955787,0.37827823124223436,0.01678984081433854,0.5215146299483648,1.6166092943201378,0.4995700773860705
structure_hhhl,15,30,ALL,978,0.8409286328460877,0.5296523517382413,2.2430981595092025,1.0,28.79447852760736,25.885480572597135,0.5245398773006135,1163.0,0.007277136591941846,0.09744411475877213,0.023203512529298975,0.5223752151462995,2.1456540447504304,0.5064488392089423
structure_hhhl,20,10,IS,686,0.8355663824604141,0.48542274052478135,-0.43841107871720114,-0.125,8.052842565597668,8.154154518950437,0.45918367346938777,821.0,0.003127258229299046,-0.35813024843637087,-0.05294510356778864,0.4822954822954823,-0.08028083028083029,0.53836784409257
structure_hhhl,20,15,IS,686,0.8355663824604141,0.4970845481049563,-0.23432944606413994,0.0,10.185131195335277,9.880830903790088,0.48833819241982507,821.0,-0.004746953726545544,-0.4525834143181082,-0.06077172473304615,0.5018315018315018,0.21825396825396826,0.5578562728380024
structure_hhhl,20,30,IS,686,0.8355663824604141,0.5102040816326531,0.31887755102040816,0.5,13.852769679300291,13.533163265306122,0.48833819241982507,821.0,0.008372579801151248,-0.22416274201988484,-0.017201521290611255,0.5018315018315018,0.543040293040293,0.5274056029232643
structure_hhhl,20,10,Validation,183,0.8714285714285714,0.5245901639344263,1.7240437158469946,3.5,27.52185792349727,25.43032786885246,0.5519125683060109,210.0,-0.013505074160811814,-0.04381342701014823,0.005542544886807166,0.5380952380952381,1.7678571428571428,0.5190476190476191
structure_hhhl,20,15,Validation,183,0.8714285714285714,0.5409836065573771,1.1557377049180328,4.75,34.118852459016395,31.53688524590164,0.5409836065573771,210.0,0.040983606557377095,1.5116900858704139,-0.011397345823575322,0.5,-0.35595238095238096,0.5523809523809524
structure_hhhl,20,30,Validation,183,0.8714285714285714,0.5136612021857924,0.18442622950819673,2.5,46.40300546448088,45.32513661202186,0.5519125683060109,210.0,0.01842310694769711,0.37133099141295867,-0.07681498829039812,0.49523809523809526,-0.1869047619047619,0.5904761904761905
structure_hhhl,20,10,OOS,101,0.8706896551724138,0.5544554455445545,12.641089108910892,8.25,50.62376237623762,40.0,0.5544554455445545,116.0,0.04583475588938213,5.003158074428133,0.13204165244110622,0.5086206896551724,7.637931034482759,0.4224137931034483
structure_hhhl,20,15,OOS,101,0.8706896551724138,0.5445544554455446,8.549504950495049,8.0,61.2970297029703,46.789603960396036,0.5742574257425742,116.0,0.027313076135199732,2.5064015022191866,0.07903721406623426,0.5172413793103449,6.043103448275862,0.46551724137931033
structure_hhhl,20,30,OOS,101,0.8706896551724138,0.5346534653465347,7.054455445544554,3.5,76.82178217821782,60.00990099009901,0.5742574257425742,116.0,0.02603277569136231,5.99626579037214,0.043274155001707115,0.5086206896551724,1.0581896551724137,0.49137931034482757
structure_hhhl,20,10,ALL,970,0.8456843940714909,0.5,1.331443298969072,0.125,16.158505154639176,14.72938144329897,0.4865979381443299,1147.0,0.004803493449781648,0.2908319452572816,-0.023103748910200506,0.49519650655021835,1.0406113537117905,0.5231037489102005
structure_hhhl,20,15,ALL,970,0.8456843940714909,0.5103092783505154,0.9425257731958763,0.25,20.022422680412372,17.809536082474228,0.5072164948453608,1147.0,0.007252509791563444,0.23946900463692433,-0.03720597884216115,0.503056768558952,0.7030567685589519,0.5475152571926766
structure_hhhl,20,30,ALL,970,0.8456843940714909,0.51340206185567,0.9948453608247423,0.5,26.550257731958762,24.370360824742267,0.5092783505154639,1147.0,0.012092018187547793,0.5334916490343493,-0.021907441195768484,0.5013100436681223,0.46135371179039303,0.5353095030514385
structure_hhhl,25,10,IS,671,0.8172959805115713,0.4932935916542474,0.31110283159463487,0.0,9.213487332339792,8.440760059612519,0.5126676602086438,821.0,-0.002432904072248332,0.06262908312088639,-0.04385622564173314,0.49572649572649574,0.24847374847374848,0.5371498172959805
structure_hhhl,25,15,IS,671,0.8172959805115713,0.4798807749627422,0.05663189269746647,-0.25,10.703427719821162,10.07451564828614,0.4992548435171386,821.0,-0.007298712216744996,-0.3099737239081501,-0.05605101553664882,0.48717948717948717,0.3666056166056166,0.535931790499391
structure_hhhl,25,30,IS,671,0.8172959805115713,0.5201192250372578,0.7719821162444114,0.75,14.47317436661699,13.015275707898658,0.5171385991058122,821.0,-0.002469297551264793,-0.14315829889600373,-0.003632297496237946,0.5225885225885226,0.9151404151404151,0.5237515225334958
structure_hhhl,25,10,Validation,182,0.896551724137931,0.5,1.539835164835165,0.125,28.335164835164836,27.576923076923077,0.532967032967033,203.0,-0.012315270935960632,-0.03898256915498277,0.007389162561576346,0.5123152709359606,1.5788177339901477,0.49261083743842365
structure_hhhl,25,15,Validation,182,0.896551724137931,0.489010989010989,2.25,-1.75,33.89423076923077,32.8021978021978,0.5054945054945055,203.0,0.02595680181887078,0.3657635467980296,0.0456612353164077,0.4630541871921182,1.8842364532019704,0.4433497536945813
