event_type,signal_time,split,year,band,normalized_up_move,entry,resistance,time_to_fail_min,fraction_below_60,max_extension_60_pts,horizon_min,long_return_pts,mfe_pts,mae_pts,positive_return,close_above_level
control,2022-12-21 19:59:00-05:00,Validation,2022,0.5-1.0,0.6155861165684349,11356.75,11389.75,1.0,1.0,-16.0,60,10.5,17.0,-7.0,1,0
break,2022-12-21 21:29:00-05:00,Validation,2022,0.5-1.0,0.5420560747663551,11376.0,11373.75,4.0,0.8666666666666667,4.25,1,1.25,2.0,-0.5,1,1
break,2022-12-21 21:29:00-05:00,Validation,2022,0.5-1.0,0.5420560747663551,11376.0,11373.75,4.0,0.8666666666666667,4.25,5,-1.5,2.0,-4.25,0,1
break,2022-12-21 21:29:00-05:00,Validation,2022,0.5-1.0,0.5420560747663551,11376.0,11373.75,4.0,0.8666666666666667,4.25,15,-3.5,2.0,-5.0,0,0
break,2022-12-21 21:29:00-05:00,Validation,2022,0.5-1.0,0.5420560747663551,11376.0,11373.75,4.0,0.8666666666666667,4.25,30,-5.5,2.0,-6.0,0,0
break,2022-12-21 21:29:00-05:00,Validation,2022,0.5-1.0,0.5420560747663551,11376.0,11373.75,4.0,0.8666666666666667,4.25,60,-10.0,2.0,-10.75,0,0
control,2022-12-22 03:14:00-05:00,Validation,2022,1.5+,2.303839732888147,11370.25,11380.25,1.0,0.9666666666666667,4.5,1,1.75,2.5,-1.25,1,0
control,2022-12-22 03:14:00-05:00,Validation,2022,1.5+,2.303839732888147,11370.25,11380.25,1.0,0.9666666666666667,4.5,5,9.5,11.75,-1.25,1,0
control,2022-12-22 03:14:00-05:00,Validation,2022,1.5+,2.303839732888147,11370.25,11380.25,1.0,0.9666666666666667,4.5,15,-3.75,14.5,-4.0,0,0
control,2022-12-22 03:14:00-05:00,Validation,2022,1.5+,2.303839732888147,11370.25,11380.25,1.0,0.9666666666666667,4.5,30,-7.75,14.5,-10.75,0,0
control,2022-12-22 03:14:00-05:00,Validation,2022,1.5+,2.303839732888147,11370.25,11380.25,1.0,0.9666666666666667,4.5,60,-11.5,14.5,-16.0,0,0
control,2022-12-22 04:44:00-05:00,Validation,2022,1.0-1.5,1.4412136536030342,11356.0,11384.75,1.0,1.0,-28.75,1,-4.25,0.0,-6.0,0,0
control,2022-12-22 04:44:00-05:00,Validation,2022,1.0-1.5,1.4412136536030342,11356.0,11384.75,1.0,1.0,-28.75,5,-10.0,0.0,-11.0,0,0
control,2022-12-22 04:44:00-05:00,Validation,2022,1.0-1.5,1.4412136536030342,11356.0,11384.75,1.0,1.0,-28.75,15,-17.5,0.0,-20.5,0,0
control,2022-12-22 04:44:00-05:00,Validation,2022,1.0-1.5,1.4412136536030342,11356.0,11384.75,1.0,1.0,-28.75,30,-27.0,0.0,-29.75,0,0
control,2022-12-22 04:44:00-05:00,Validation,2022,1.0-1.5,1.4412136536030342,11356.0,11384.75,1.0,1.0,-28.75,60,-31.75,0.0,-36.25,0,0
control,2022-12-22 18:44:00-05:00,Validation,2022,<0.5,0.0072254335260115606,11048.0,11080.0,1.0,1.0,-26.0,1,-0.5,0.25,-1.75,0,0
control,2022-12-22 18:44:00-05:00,Validation,2022,<0.5,0.0072254335260115606,11048.0,11080.0,1.0,1.0,-26.0,5,4.0,4.25,-4.0,1,0
control,2022-12-22 18:44:00-05:00,Validation,2022,<0.5,0.0072254335260115606,11048.0,11080.0,1.0,1.0,-26.0,15,1.0,5.75,-4.0,1,0
control,2022-12-22 18:44:00-05:00,Validation,2022,<0.5,0.0072254335260115606,11048.0,11080.0,1.0,1.0,-26.0,30,-5.0,6.0,-9.0,0,0
control,2022-12-22 18:44:00-05:00,Validation,2022,<0.5,0.0072254335260115606,11048.0,11080.0,1.0,1.0,-26.0,60,-15.25,6.0,-19.0,0,0
control,2022-12-22 20:29:00-05:00,Validation,2022,0.5-1.0,0.5008944543828265,11039.0,11080.0,1.0,1.0,-7.0,1,2.0,2.5,-0.75,1,0
control,2022-12-22 20:29:00-05:00,Validation,2022,0.5-1.0,0.5008944543828265,11039.0,11080.0,1.0,1.0,-7.0,5,2.75,4.75,-1.25,1,0
control,2022-12-22 20:29:00-05:00,Validation,2022,0.5-1.0,0.5008944543828265,11039.0,11080.0,1.0,1.0,-7.0,15,11.0,11.75,-1.25,1,0
control,2022-12-22 20:29:00-05:00,Validation,2022,0.5-1.0,0.5008944543828265,11039.0,11080.0,1.0,1.0,-7.0,30,20.0,25.5,-1.25,1,0
control,2022-12-22 20:29:00-05:00,Validation,2022,0.5-1.0,0.5008944543828265,11039.0,11080.0,1.0,1.0,-7.0,60,28.75,34.0,-1.25,1,0
control,2022-12-23 01:44:00-05:00,Validation,2022,1.0-1.5,1.021897810218978,11061.0,11078.75,1.0,1.0,-8.25,1,-0.25,0.75,-1.0,0,0
control,2022-12-23 01:44:00-05:00,Validation,2022,1.0-1.5,1.021897810218978,11061.0,11078.75,1.0,1.0,-8.25,5,3.0,4.5,-1.0,1,0
control,2022-12-23 01:44:00-05:00,Validation,2022,1.0-1.5,1.021897810218978,11061.0,11078.75,1.0,1.0,-8.25,15,0.0,6.75,-1.0,0,0
control,2022-12-23 01:44:00-05:00,Validation,2022,1.0-1.5,1.021897810218978,11061.0,11078.75,1.0,1.0,-8.25,30,-0.5,9.5,-4.75,0,0
control,2022-12-23 01:44:00-05:00,Validation,2022,1.0-1.5,1.021897810218978,11061.0,11078.75,1.0,1.0,-8.25,60,-5.5,9.5,-16.0,0,0
break,2022-12-23 05:29:00-05:00,Validation,2022,1.5+,1.9072164948453607,11071.75,11070.5,,0.0,40.5,1,5.25,6.0,-0.25,1,1
break,2022-12-23 05:29:00-05:00,Validation,2022,1.5+,1.9072164948453607,11071.75,11070.5,,0.0,40.5,5,3.0,6.75,-0.75,1,1
break,2022-12-23 05:29:00-05:00,Validation,2022,1.5+,1.9072164948453607,11071.75,11070.5,,0.0,40.5,15,10.5,18.0,-0.75,1,1
break,2022-12-23 05:29:00-05:00,Validation,2022,1.5+,1.9072164948453607,11071.75,11070.5,,0.0,40.5,30,23.0,29.75,-0.75,1,1
break,2022-12-23 05:29:00-05:00,Validation,2022,1.5+,1.9072164948453607,11071.75,11070.5,,0.0,40.5,60,6.5,39.25,-0.75,1,1
break,2022-12-26 18:14:00-05:00,Validation,2022,1.0-1.5,1.2132883967260473,11135.5,11088.25,,0.0,75.25,1,-0.25,1.25,-1.25,0,1
break,2022-12-26 18:14:00-05:00,Validation,2022,1.0-1.5,1.2132883967260473,11135.5,11088.25,,0.0,75.25,5,-2.0,3.5,-4.25,0,1
break,2022-12-26 18:14:00-05:00,Validation,2022,1.0-1.5,1.2132883967260473,11135.5,11088.25,,0.0,75.25,15,17.0,20.75,-4.25,1,1
break,2022-12-26 18:14:00-05:00,Validation,2022,1.0-1.5,1.2132883967260473,11135.5,11088.25,,0.0,75.25,30,23.5,28.0,-4.25,1,1
break,2022-12-26 18:14:00-05:00,Validation,2022,1.0-1.5,1.2132883967260473,11135.5,11088.25,,0.0,75.25,60,25.0,28.0,-4.25,1,1
control,2022-12-26 19:14:00-05:00,Validation,2022,<0.5,0.14220416455053325,11160.0,11163.5,1.0,0.9333333333333333,4.25,1,-0.5,1.5,-0.5,0,0
control,2022-12-26 19:14:00-05:00,Validation,2022,<0.5,0.14220416455053325,11160.0,11163.5,1.0,0.9333333333333333,4.25,5,-5.25,1.5,-5.75,0,0
control,2022-12-26 19:14:00-05:00,Validation,2022,<0.5,0.14220416455053325,11160.0,11163.5,1.0,0.9333333333333333,4.25,15,-6.25,1.5,-7.0,0,0
control,2022-12-26 19:14:00-05:00,Validation,2022,<0.5,0.14220416455053325,11160.0,11163.5,1.0,0.9333333333333333,4.25,30,-13.0,1.5,-13.75,0,0
control,2022-12-26 19:14:00-05:00,Validation,2022,<0.5,0.14220416455053325,11160.0,11163.5,1.0,0.9333333333333333,4.25,60,6.0,7.75,-15.25,1,1
control,2022-12-26 23:59:00-05:00,Validation,2022,0.5-1.0,0.8650065530799476,11163.25,11183.75,1.0,1.0,-16.5,1,-0.75,1.25,-0.75,0,0
control,2022-12-26 23:59:00-05:00,Validation,2022,0.5-1.0,0.8650065530799476,11163.25,11183.75,1.0,1.0,-16.5,5,-0.5,1.75,-1.75,0,0
control,2022-12-26 23:59:00-05:00,Validation,2022,0.5-1.0,0.8650065530799476,11163.25,11183.75,1.0,1.0,-16.5,15,-1.25,1.75,-2.0,0,0
control,2022-12-26 23:59:00-05:00,Validation,2022,0.5-1.0,0.8650065530799476,11163.25,11183.75,1.0,1.0,-16.5,30,-1.5,4.0,-2.0,0,0
control,2022-12-26 23:59:00-05:00,Validation,2022,0.5-1.0,0.8650065530799476,11163.25,11183.75,1.0,1.0,-16.5,60,-1.75,4.0,-5.5,0,0
control,2022-12-27 03:14:00-05:00,Validation,2022,1.0-1.5,1.037037037037037,11168.5,11179.5,1.0,1.0,-2.5,1,-0.75,0.75,-2.0,0,0
control,2022-12-27 03:14:00-05:00,Validation,2022,1.0-1.5,1.037037037037037,11168.5,11179.5,1.0,1.0,-2.5,5,5.25,6.75,-2.75,1,0
control,2022-12-27 03:14:00-05:00,Validation,2022,1.0-1.5,1.037037037037037,11168.5,11179.5,1.0,1.0,-2.5,15,0.25,8.5,-2.75,1,0
control,2022-12-27 03:14:00-05:00,Validation,2022,1.0-1.5,1.037037037037037,11168.5,11179.5,1.0,1.0,-2.5,30,-0.75,8.5,-6.5,0,0
control,2022-12-27 03:14:00-05:00,Validation,2022,1.0-1.5,1.037037037037037,11168.5,11179.5,1.0,1.0,-2.5,60,-29.0,8.5,-30.5,0,0
control,2022-12-27 10:29:00-05:00,Validation,2022,1.5+,1.700554528650647,10986.5,11153.5,1.0,1.0,-135.75,1,-5.0,3.75,-8.75,0,0
control,2022-12-27 10:29:00-05:00,Validation,2022,1.5+,1.700554528650647,10986.5,11153.5,1.0,1.0,-135.75,5,5.5,8.5,-28.75,1,0
control,2022-12-27 10:29:00-05:00,Validation,2022,1.5+,1.700554528650647,10986.5,11153.5,1.0,1.0,-135.75,15,3.25,17.0,-28.75,1,0
control,2022-12-27 10:29:00-05:00,Validation,2022,1.5+,1.700554528650647,10986.5,11153.5,1.0,1.0,-135.75,30,-14.0,31.25,-28.75,0,0
control,2022-12-27 10:29:00-05:00,Validation,2022,1.5+,1.700554528650647,10986.5,11153.5,1.0,1.0,-135.75,60,-6.5,31.25,-37.75,0,0
control,2022-12-27 18:14:00-05:00,Validation,2022,<0.5,0.30354131534569984,10922.5,10996.0,1.0,1.0,-70.25,1,2.75,3.25,0.0,1,0
control,2022-12-27 18:14:00-05:00,Validation,2022,<0.5,0.30354131534569984,10922.5,10996.0,1.0,1.0,-70.25,5,1.0,3.25,-1.75,1,0
control,2022-12-27 18:14:00-05:00,Validation,2022,<0.5,0.30354131534569984,10922.5,10996.0,1.0,1.0,-70.25,15,-2.25,3.25,-2.75,0,0
control,2022-12-27 18:14:00-05:00,Validation,2022,<0.5,0.30354131534569984,10922.5,10996.0,1.0,1.0,-70.25,30,-9.0,3.25,-9.25,0,0
control,2022-12-27 18:14:00-05:00,Validation,2022,<0.5,0.30354131534569984,10922.5,10996.0,1.0,1.0,-70.25,60,-8.0,3.25,-14.0,0,0
control,2022-12-27 20:29:00-05:00,Validation,2022,0.5-1.0,0.554675118858954,10911.75,10958.75,1.0,1.0,-20.5,1,4.25,4.75,-0.25,1,0
control,2022-12-27 20:29:00-05:00,Validation,2022,0.5-1.0,0.554675118858954,10911.75,10958.75,1.0,1.0,-20.5,5,8.0,8.25,-0.25,1,0
control,2022-12-27 20:29:00-05:00,Validation,2022,0.5-1.0,0.554675118858954,10911.75,10958.75,1.0,1.0,-20.5,15,16.0,19.25,-0.25,1,0
control,2022-12-27 20:29:00-05:00,Validation,2022,0.5-1.0,0.554675118858954,10911.75,10958.75,1.0,1.0,-20.5,30,24.5,26.25,-0.25,1,0
control,2022-12-27 20:29:00-05:00,Validation,2022,0.5-1.0,0.554675118858954,10911.75,10958.75,1.0,1.0,-20.5,60,21.5,26.5,-0.25,1,0
control,2022-12-27 20:44:00-05:00,Validation,2022,1.0-1.5,1.0431947840260798,10927.0,10958.75,1.0,1.0,-20.5,1,0.5,1.0,-0.25,1,0
control,2022-12-27 20:44:00-05:00,Validation,2022,1.0-1.5,1.0431947840260798,10927.0,10958.75,1.0,1.0,-20.5,5,-1.0,2.0,-3.5,0,0
control,2022-12-27 20:44:00-05:00,Validation,2022,1.0-1.5,1.0431947840260798,10927.0,10958.75,1.0,1.0,-20.5,15,9.25,11.0,-3.5,1,0
control,2022-12-27 20:44:00-05:00,Validation,2022,1.0-1.5,1.0431947840260798,10927.0,10958.75,1.0,1.0,-20.5,30,7.25,11.25,-3.5,1,0
control,2022-12-27 20:44:00-05:00,Validation,2022,1.0-1.5,1.0431947840260798,10927.0,10958.75,1.0,1.0,-20.5,60,1.5,11.25,-3.5,1,0
control,2022-12-28 01:59:00-05:00,Validation,2022,1.5+,2.1719457013574663,10935.25,10938.25,1.0,0.5666666666666667,7.75,1,1.5,2.0,-1.75,1,0
control,2022-12-28 01:59:00-05:00,Validation,2022,1.5+,2.1719457013574663,10935.25,10938.25,1.0,0.5666666666666667,7.75,5,-1.5,4.75,-2.75,0,0
control,2022-12-28 01:59:00-05:00,Validation,2022,1.5+,2.1719457013574663,10935.25,10938.25,1.0,0.5666666666666667,7.75,15,4.75,7.25,-4.25,1,1
control,2022-12-28 01:59:00-05:00,Validation,2022,1.5+,2.1719457013574663,10935.25,10938.25,1.0,0.5666666666666667,7.75,30,4.25,8.25,-4.25,1,1
control,2022-12-28 01:59:00-05:00,Validation,2022,1.5+,2.1719457013574663,10935.25,10938.25,1.0,0.5666666666666667,7.75,60,9.5,10.75,-4.25,1,1
break,2022-12-28 02:14:00-05:00,Validation,2022,0.5-1.0,0.5596465390279822,10940.75,10938.25,4.0,0.38333333333333336,14.0,1,0.25,1.0,-1.0,1,1
break,2022-12-28 02:14:00-05:00,Validation,2022,0.5-1.0,0.5596465390279822,10940.75,10938.25,4.0,0.38333333333333336,14.0,5,-1.75,2.75,-3.75,0,1
break,2022-12-28 02:14:00-05:00,Validation,2022,0.5-1.0,0.5596465390279822,10940.75,10938.25,4.0,0.38333333333333336,14.0,15,-1.25,2.75,-5.75,0,1
break,2022-12-28 02:14:00-05:00,Validation,2022,0.5-1.0,0.5596465390279822,10940.75,10938.25,4.0,0.38333333333333336,14.0,30,-6.25,5.25,-8.0,0,0
break,2022-12-28 02:14:00-05:00,Validation,2022,0.5-1.0,0.5596465390279822,10940.75,10938.25,4.0,0.38333333333333336,14.0,60,1.75,11.5,-8.0,1,1
control,2022-12-28 18:14:00-05:00,Validation,2022,<0.5,0.15761821366024517,10790.5,10891.25,1.0,1.0,-92.25,1,-2.0,1.5,-2.25,0,0
control,2022-12-28 18:14:00-05:00,Validation,2022,<0.5,0.15761821366024517,10790.5,10891.25,1.0,1.0,-92.25,5,-3.75,1.5,-7.75,0,0
control,2022-12-28 18:14:00-05:00,Validation,2022,<0.5,0.15761821366024517,10790.5,10891.25,1.0,1.0,-92.25,15,0.75,2.25,-7.75,1,0
control,2022-12-28 18:14:00-05:00,Validation,2022,<0.5,0.15761821366024517,10790.5,10891.25,1.0,1.0,-92.25,30,4.5,7.0,-7.75,1,0
control,2022-12-28 18:14:00-05:00,Validation,2022,<0.5,0.15761821366024517,10790.5,10891.25,1.0,1.0,-92.25,60,-1.75,8.5,-7.75,0,0
control,2022-12-28 23:59:00-05:00,Validation,2022,0.5-1.0,0.8396946564885497,10804.0,10806.0,1.0,1.0,0.25,1,-1.25,0.75,-1.5,0,0
control,2022-12-28 23:59:00-05:00,Validation,2022,0.5-1.0,0.8396946564885497,10804.0,10806.0,1.0,1.0,0.25,5,-1.0,0.75,-2.0,0,0
control,2022-12-28 23:59:00-05:00,Validation,2022,0.5-1.0,0.8396946564885497,10804.0,10806.0,1.0,1.0,0.25,15,-2.75,2.25,-3.25,0,0
control,2022-12-28 23:59:00-05:00,Validation,2022,0.5-1.0,0.8396946564885497,10804.0,10806.0,1.0,1.0,0.25,30,-9.5,2.25,-11.0,0,0
control,2022-12-28 23:59:00-05:00,Validation,2022,0.5-1.0,0.8396946564885497,10804.0,10806.0,1.0,1.0,0.25,60,-3.75,2.25,-11.0,0,0
break,2022-12-29 01:59:00-05:00,Validation,2022,1.5+,1.7287630402384502,10814.25,10811.25,4.0,0.5833333333333334,7.25,1,-1.25,2.5,-1.5,0,1
break,2022-12-29 01:59:00-05:00,Validation,2022,1.5+,1.7287630402384502,10814.25,10811.25,4.0,0.5833333333333334,7.25,5,-6.0,2.5,-6.25,0,0
break,2022-12-29 01:59:00-05:00,Validation,2022,1.5+,1.7287630402384502,10814.25,10811.25,4.0,0.5833333333333334,7.25,15,-5.25,2.5,-6.5,0,0
break,2022-12-29 01:59:00-05:00,Validation,2022,1.5+,1.7287630402384502,10814.25,10811.25,4.0,0.5833333333333334,7.25,30,-8.25,2.5,-8.5,0,0
break,2022-12-29 01:59:00-05:00,Validation,2022,1.5+,1.7287630402384502,10814.25,10811.25,4.0,0.5833333333333334,7.25,60,0.5,4.25,-10.5,1,1
control,2022-12-29 08:14:00-05:00,Validation,2022,1.5+,1.5400202634245188,10856.5,10863.5,1.0,0.3,40.75,1,-2.25,0.25,-4.75,0,0
control,2022-12-29 08:14:00-05:00,Validation,2022,1.5+,1.5400202634245188,10856.5,10863.5,1.0,0.3,40.75,5,-3.25,0.25,-8.75,0,0
control,2022-12-29 08:14:00-05:00,Validation,2022,1.5+,1.5400202634245188,10856.5,10863.5,1.0,0.3,40.75,15,-13.25,0.25,-13.5,0,0
control,2022-12-29 08:14:00-05:00,Validation,2022,1.5+,1.5400202634245188,10856.5,10863.5,1.0,0.3,40.75,30,41.25,42.25,-13.5,1,1
control,2022-12-29 08:14:00-05:00,Validation,2022,1.5+,1.5400202634245188,10856.5,10863.5,1.0,0.3,40.75,60,30.75,47.75,-13.5,1,1
control,2022-12-29 19:29:00-05:00,Validation,2022,<0.5,0.058694057226705794,11018.0,11070.0,1.0,1.0,-47.25,1,-0.5,0.0,-1.0,0,0
control,2022-12-29 19:29:00-05:00,Validation,2022,<0.5,0.058694057226705794,11018.0,11070.0,1.0,1.0,-47.25,5,-0.25,0.0,-3.0,0,0
control,2022-12-29 19:29:00-05:00,Validation,2022,<0.5,0.058694057226705794,11018.0,11070.0,1.0,1.0,-47.25,15,0.25,1.0,-3.0,1,0
control,2022-12-29 19:29:00-05:00,Validation,2022,<0.5,0.058694057226705794,11018.0,11070.0,1.0,1.0,-47.25,30,-1.25,1.0,-4.0,0,0
control,2022-12-29 19:29:00-05:00,Validation,2022,<0.5,0.058694057226705794,11018.0,11070.0,1.0,1.0,-47.25,60,-5.25,4.75,-13.25,0,0
control,2022-12-29 20:59:00-05:00,Validation,2022,0.5-1.0,0.5946481665014866,11013.5,11070.0,1.0,1.0,-46.75,1,-1.0,0.0,-3.5,0,0
control,2022-12-29 20:59:00-05:00,Validation,2022,0.5-1.0,0.5946481665014866,11013.5,11070.0,1.0,1.0,-46.75,5,-0.5,1.0,-3.5,0,0
control,2022-12-29 20:59:00-05:00,Validation,2022,0.5-1.0,0.5946481665014866,11013.5,11070.0,1.0,1.0,-46.75,15,2.75,3.75,-3.5,1,0
control,2022-12-29 20:59:00-05:00,Validation,2022,0.5-1.0,0.5946481665014866,11013.5,11070.0,1.0,1.0,-46.75,30,2.0,4.25,-7.75,1,0
control,2022-12-29 20:59:00-05:00,Validation,2022,0.5-1.0,0.5946481665014866,11013.5,11070.0,1.0,1.0,-46.75,60,8.5,9.75,-7.75,1,0
control,2022-12-30 02:14:00-05:00,Validation,2022,1.0-1.5,1.1158798283261802,10982.0,11030.0,1.0,1.0,-45.25,1,-0.75,1.0,-1.0,0,0
control,2022-12-30 02:14:00-05:00,Validation,2022,1.0-1.5,1.1158798283261802,10982.0,11030.0,1.0,1.0,-45.25,5,-4.5,1.0,-6.25,0,0
control,2022-12-30 02:14:00-05:00,Validation,2022,1.0-1.5,1.1158798283261802,10982.0,11030.0,1.0,1.0,-45.25,15,-19.25,1.0,-19.25,0,0
control,2022-12-30 02:14:00-05:00,Validation,2022,1.0-1.5,1.1158798283261802,10982.0,11030.0,1.0,1.0,-45.25,30,-4.75,1.0,-19.75,0,0
control,2022-12-30 02:14:00-05:00,Validation,2022,1.0-1.5,1.1158798283261802,10982.0,11030.0,1.0,1.0,-45.25,60,-21.75,2.75,-27.75,0,0
control,2022-12-30 15:14:00-05:00,Validation,2022,1.5+,1.5365132967496833,10950.25,10971.25,1.0,0.5166666666666667,74.5,1,12.0,15.75,-0.25,1,0
control,2022-12-30 15:14:00-05:00,Validation,2022,1.5+,1.5365132967496833,10950.25,10971.25,1.0,0.5166666666666667,74.5,5,1.5,15.75,-0.25,1,0
control,2022-12-30 15:14:00-05:00,Validation,2022,1.5+,1.5365132967496833,10950.25,10971.25,1.0,0.5166666666666667,74.5,15,-7.5,15.75,-11.25,0,0
control,2022-12-30 15:14:00-05:00,Validation,2022,1.5+,1.5365132967496833,10950.25,10971.25,1.0,0.5166666666666667,74.5,30,10.25,15.75,-12.0,1,0
control,2022-12-30 15:14:00-05:00,Validation,2022,1.5+,1.5365132967496833,10950.25,10971.25,1.0,0.5166666666666667,74.5,60,93.0,95.5,-12.0,1,1
break,2022-12-30 15:59:00-05:00,Validation,2022,1.5+,2.1579628830384117,11023.0,10971.25,,0.0,80.25,1,-7.75,2.0,-7.75,0,1
break,2022-12-30 15:59:00-05:00,Validation,2022,1.5+,2.1579628830384117,11023.0,10971.25,,0.0,80.25,5,9.5,14.5,-8.0,1,1
break,2022-12-30 15:59:00-05:00,Validation,2022,1.5+,2.1579628830384117,11023.0,10971.25,,0.0,80.25,15,20.25,22.75,-8.0,1,1
break,2022-12-30 15:59:00-05:00,Validation,2022,1.5+,2.1579628830384117,11023.0,10971.25,,0.0,80.25,30,24.5,28.5,-8.0,1,1
break,2022-12-30 15:59:00-05:00,Validation,2022,1.5+,2.1579628830384117,11023.0,10971.25,,0.0,80.25,60,18.75,28.5,-8.0,1,1
break,2023-01-02 18:14:00-05:00,Validation,2023,<0.5,-2.4764595103578153,11056.5,11051.5,1.0,0.8833333333333333,7.5,1,-9.75,2.5,-10.0,0,0
break,2023-01-02 18:14:00-05:00,Validation,2023,<0.5,-2.4764595103578153,11056.5,11051.5,1.0,0.8833333333333333,7.5,5,-5.5,2.5,-12.75,0,0
break,2023-01-02 18:14:00-05:00,Validation,2023,<0.5,-2.4764595103578153,11056.5,11051.5,1.0,0.8833333333333333,7.5,15,-9.75,2.5,-12.75,0,0
break,2023-01-02 18:14:00-05:00,Validation,2023,<0.5,-2.4764595103578153,11056.5,11051.5,1.0,0.8833333333333333,7.5,30,-10.0,2.5,-19.0,0,0
break,2023-01-02 18:14:00-05:00,Validation,2023,<0.5,-2.4764595103578153,11056.5,11051.5,1.0,0.8833333333333333,7.5,60,-37.0,2.5,-43.5,0,0
control,2023-01-02 18:59:00-05:00,Validation,2023,<0.5,0.1961585615038823,11052.25,11150.0,1.0,1.0,-96.25,1,-1.75,1.5,-3.5,0,0
control,2023-01-02 18:59:00-05:00,Validation,2023,<0.5,0.1961585615038823,11052.25,11150.0,1.0,1.0,-96.25,5,-7.0,1.5,-7.25,0,0
control,2023-01-02 18:59:00-05:00,Validation,2023,<0.5,0.1961585615038823,11052.25,11150.0,1.0,1.0,-96.25,15,-32.75,1.5,-39.25,0,0
control,2023-01-02 18:59:00-05:00,Validation,2023,<0.5,0.1961585615038823,11052.25,11150.0,1.0,1.0,-96.25,30,-34.75,1.5,-39.25,0,0
control,2023-01-02 18:59:00-05:00,Validation,2023,<0.5,0.1961585615038823,11052.25,11150.0,1.0,1.0,-96.25,60,-55.0,1.5,-57.0,0,0
control,2023-01-02 20:44:00-05:00,Validation,2023,0.5-1.0,0.5041286397218601,10972.5,11150.0,1.0,1.0,-135.75,1,0.25,4.5,-1.0,1,0
control,2023-01-02 20:44:00-05:00,Validation,2023,0.5-1.0,0.5041286397218601,10972.5,11150.0,1.0,1.0,-135.75,5,0.5,4.5,-5.5,1,0
control,2023-01-02 20:44:00-05:00,Validation,2023,0.5-1.0,0.5041286397218601,10972.5,11150.0,1.0,1.0,-135.75,15,13.0,16.5,-8.0,1,0
control,2023-01-02 20:44:00-05:00,Validation,2023,0.5-1.0,0.5041286397218601,10972.5,11150.0,1.0,1.0,-135.75,30,8.25,20.0,-8.0,1,0
control,2023-01-02 20:44:00-05:00,Validation,2023,0.5-1.0,0.5041286397218601,10972.5,11150.0,1.0,1.0,-135.75,60,41.0,41.75,-8.0,1,0
control,2023-01-03 03:29:00-05:00,Validation,2023,1.0-1.5,1.2003000750187547,11087.25,11103.25,1.0,0.11666666666666667,57.25,1,-4.25,1.75,-5.5,0,0
control,2023-01-03 03:29:00-05:00,Validation,2023,1.0-1.5,1.2003000750187547,11087.25,11103.25,1.0,0.11666666666666667,57.25,5,0.25,1.75,-7.75,1,0
control,2023-01-03 03:29:00-05:00,Validation,2023,1.0-1.5,1.2003000750187547,11087.25,11103.25,1.0,0.11666666666666667,57.25,15,27.25,31.75,-7.75,1,1
control,2023-01-03 03:29:00-05:00,Validation,2023,1.0-1.5,1.2003000750187547,11087.25,11103.25,1.0,0.11666666666666667,57.25,30,39.5,45.75,-7.75,1,1
control,2023-01-03 03:29:00-05:00,Validation,2023,1.0-1.5,1.2003000750187547,11087.25,11103.25,1.0,0.11666666666666667,57.25,60,60.25,73.25,-7.75,1,1
control,2023-01-03 18:29:00-05:00,Validation,2023,<0.5,0.33843674456083805,10944.25,10973.0,1.0,1.0,-10.75,1,-2.5,2.25,-2.5,0,0
control,2023-01-03 18:29:00-05:00,Validation,2023,<0.5,0.33843674456083805,10944.25,10973.0,1.0,1.0,-10.75,5,-6.0,2.25,-6.5,0,0
control,2023-01-03 18:29:00-05:00,Validation,2023,<0.5,0.33843674456083805,10944.25,10973.0,1.0,1.0,-10.75,15,0.25,2.25,-8.25,1,0
control,2023-01-03 18:29:00-05:00,Validation,2023,<0.5,0.33843674456083805,10944.25,10973.0,1.0,1.0,-10.75,30,5.25,6.0,-8.25,1,0
control,2023-01-03 18:29:00-05:00,Validation,2023,<0.5,0.33843674456083805,10944.25,10973.0,1.0,1.0,-10.75,60,17.5,18.0,-8.25,1,0
control,2023-01-03 20:14:00-05:00,Validation,2023,0.5-1.0,0.9427609427609428,10971.25,10973.0,1.0,0.26666666666666666,12.25,1,-1.0,0.0,-2.25,0,0
control,2023-01-03 20:14:00-05:00,Validation,2023,0.5-1.0,0.9427609427609428,10971.25,10973.0,1.0,0.26666666666666666,12.25,5,2.0,2.25,-4.25,1,1
control,2023-01-03 20:14:00-05:00,Validation,2023,0.5-1.0,0.9427609427609428,10971.25,10973.0,1.0,0.26666666666666666,12.25,15,1.25,2.25,-4.75,1,0
control,2023-01-03 20:14:00-05:00,Validation,2023,0.5-1.0,0.9427609427609428,10971.25,10973.0,1.0,0.26666666666666666,12.25,30,8.75,14.0,-4.75,1,1
control,2023-01-03 20:14:00-05:00,Validation,2023,0.5-1.0,0.9427609427609428,10971.25,10973.0,1.0,0.26666666666666666,12.25,60,11.0,14.0,-4.75,1,1
break,2023-01-03 20:44:00-05:00,Validation,2023,<0.5,0.36014405762304924,10979.75,10974.0,44.0,0.18333333333333332,9.75,1,-0.25,0.0,-1.75,0,1
break,2023-01-03 20:44:00-05:00,Validation,2023,<0.5,0.36014405762304924,10979.75,10974.0,44.0,0.18333333333333332,9.75,5,-0.25,3.25,-2.0,0,1
break,2023-01-03 20:44:00-05:00,Validation,2023,<0.5,0.36014405762304924,10979.75,10974.0,44.0,0.18333333333333332,9.75,15,-2.25,3.25,-3.75,0,1
