event_type,signal_time,split,year,band,normalized_up_move,entry,resistance,time_to_fail_min,fraction_below_60,max_extension_60_pts,horizon_min,long_return_pts,mfe_pts,mae_pts,positive_return,close_above_level
control,2020-09-21 05:14:00-04:00,IS,2020,1.5+,1.5608263198163734,10792.75,10923.25,1.0,1.0,-119.25,1,7.0,8.75,-0.5,1,0
control,2020-09-21 05:14:00-04:00,IS,2020,1.5+,1.5608263198163734,10792.75,10923.25,1.0,1.0,-119.25,5,7.25,11.25,-1.0,1,0
control,2020-09-21 05:14:00-04:00,IS,2020,1.5+,1.5608263198163734,10792.75,10923.25,1.0,1.0,-119.25,15,-20.25,11.25,-31.0,0,0
control,2020-09-21 05:14:00-04:00,IS,2020,1.5+,1.5608263198163734,10792.75,10923.25,1.0,1.0,-119.25,30,-56.0,11.25,-64.75,0,0
control,2020-09-21 05:14:00-04:00,IS,2020,1.5+,1.5608263198163734,10792.75,10923.25,1.0,1.0,-119.25,60,-55.5,11.25,-84.25,0,0
control,2020-09-21 11:59:00-04:00,IS,2020,1.0-1.5,1.1206507004066877,10801.75,10840.5,1.0,0.9166666666666666,11.5,1,11.25,13.75,0.0,1,0
control,2020-09-21 11:59:00-04:00,IS,2020,1.0-1.5,1.1206507004066877,10801.75,10840.5,1.0,0.9166666666666666,11.5,5,22.25,22.5,-1.0,1,0
control,2020-09-21 11:59:00-04:00,IS,2020,1.0-1.5,1.1206507004066877,10801.75,10840.5,1.0,0.9166666666666666,11.5,15,6.0,40.25,-1.0,1,0
control,2020-09-21 11:59:00-04:00,IS,2020,1.0-1.5,1.1206507004066877,10801.75,10840.5,1.0,0.9166666666666666,11.5,30,37.5,46.0,-5.25,1,0
control,2020-09-21 11:59:00-04:00,IS,2020,1.0-1.5,1.1206507004066877,10801.75,10840.5,1.0,0.9166666666666666,11.5,60,9.25,50.25,-5.25,1,0
control,2020-09-21 18:14:00-04:00,IS,2020,<0.5,0.13683634373289547,10972.0,11009.75,1.0,1.0,-25.0,1,-3.0,2.75,-4.0,0,0
control,2020-09-21 18:14:00-04:00,IS,2020,<0.5,0.13683634373289547,10972.0,11009.75,1.0,1.0,-25.0,5,-3.25,2.75,-8.5,0,0
control,2020-09-21 18:14:00-04:00,IS,2020,<0.5,0.13683634373289547,10972.0,11009.75,1.0,1.0,-25.0,15,1.5,10.75,-8.5,1,0
control,2020-09-21 18:14:00-04:00,IS,2020,<0.5,0.13683634373289547,10972.0,11009.75,1.0,1.0,-25.0,30,4.75,10.75,-8.5,1,0
control,2020-09-21 18:14:00-04:00,IS,2020,<0.5,0.13683634373289547,10972.0,11009.75,1.0,1.0,-25.0,60,6.0,12.75,-8.5,1,0
break,2020-09-21 19:59:00-04:00,IS,2020,<0.5,0.28501911713590544,11012.25,11009.75,1.0,0.016666666666666666,37.75,1,-3.0,1.25,-3.25,0,0
break,2020-09-21 19:59:00-04:00,IS,2020,<0.5,0.28501911713590544,11012.25,11009.75,1.0,0.016666666666666666,37.75,5,11.0,14.75,-6.25,1,1
break,2020-09-21 19:59:00-04:00,IS,2020,<0.5,0.28501911713590544,11012.25,11009.75,1.0,0.016666666666666666,37.75,15,31.0,35.25,-6.25,1,1
break,2020-09-21 19:59:00-04:00,IS,2020,<0.5,0.28501911713590544,11012.25,11009.75,1.0,0.016666666666666666,37.75,30,29.75,35.25,-6.25,1,1
break,2020-09-21 19:59:00-04:00,IS,2020,<0.5,0.28501911713590544,11012.25,11009.75,1.0,0.016666666666666666,37.75,60,14.5,35.25,-6.25,1,1
control,2020-09-21 22:44:00-04:00,IS,2020,0.5-1.0,0.6975533576262364,10961.5,11047.5,1.0,1.0,-59.5,1,-3.0,0.25,-4.5,0,0
control,2020-09-21 22:44:00-04:00,IS,2020,0.5-1.0,0.6975533576262364,10961.5,11047.5,1.0,1.0,-59.5,5,-3.5,0.25,-7.0,0,0
control,2020-09-21 22:44:00-04:00,IS,2020,0.5-1.0,0.6975533576262364,10961.5,11047.5,1.0,1.0,-59.5,15,-3.75,0.75,-21.0,0,0
control,2020-09-21 22:44:00-04:00,IS,2020,0.5-1.0,0.6975533576262364,10961.5,11047.5,1.0,1.0,-59.5,30,13.5,15.0,-21.0,1,0
control,2020-09-21 22:44:00-04:00,IS,2020,0.5-1.0,0.6975533576262364,10961.5,11047.5,1.0,1.0,-59.5,60,16.25,26.5,-21.0,1,0
control,2020-09-22 03:59:00-04:00,IS,2020,1.0-1.5,1.3756045137023107,10956.75,10988.0,1.0,0.2833333333333333,30.0,1,-3.25,4.0,-4.25,0,0
control,2020-09-22 03:59:00-04:00,IS,2020,1.0-1.5,1.3756045137023107,10956.75,10988.0,1.0,0.2833333333333333,30.0,5,12.25,16.5,-4.25,1,0
control,2020-09-22 03:59:00-04:00,IS,2020,1.0-1.5,1.3756045137023107,10956.75,10988.0,1.0,0.2833333333333333,30.0,15,42.25,44.75,-4.25,1,1
control,2020-09-22 03:59:00-04:00,IS,2020,1.0-1.5,1.3756045137023107,10956.75,10988.0,1.0,0.2833333333333333,30.0,30,44.0,61.25,-4.25,1,1
control,2020-09-22 03:59:00-04:00,IS,2020,1.0-1.5,1.3756045137023107,10956.75,10988.0,1.0,0.2833333333333333,30.0,60,45.0,61.25,-4.25,1,1
control,2020-09-22 19:29:00-04:00,IS,2020,<0.5,0.11442582754393135,11107.75,11191.0,1.0,1.0,-64.25,1,-2.25,1.75,-3.5,0,0
control,2020-09-22 19:29:00-04:00,IS,2020,<0.5,0.11442582754393135,11107.75,11191.0,1.0,1.0,-64.25,5,-3.25,6.5,-3.5,0,0
control,2020-09-22 19:29:00-04:00,IS,2020,<0.5,0.11442582754393135,11107.75,11191.0,1.0,1.0,-64.25,15,10.25,15.0,-6.25,1,0
control,2020-09-22 19:29:00-04:00,IS,2020,<0.5,0.11442582754393135,11107.75,11191.0,1.0,1.0,-64.25,30,13.25,15.0,-6.25,1,0
control,2020-09-22 19:29:00-04:00,IS,2020,<0.5,0.11442582754393135,11107.75,11191.0,1.0,1.0,-64.25,60,2.5,19.0,-6.25,1,0
control,2020-09-22 21:44:00-04:00,IS,2020,0.5-1.0,0.5340050377833753,11098.5,11191.0,1.0,1.0,-70.0,1,4.0,4.75,0.0,1,0
control,2020-09-22 21:44:00-04:00,IS,2020,0.5-1.0,0.5340050377833753,11098.5,11191.0,1.0,1.0,-70.0,5,14.75,14.75,0.0,1,0
control,2020-09-22 21:44:00-04:00,IS,2020,0.5-1.0,0.5340050377833753,11098.5,11191.0,1.0,1.0,-70.0,15,16.5,20.25,0.0,1,0
control,2020-09-22 21:44:00-04:00,IS,2020,0.5-1.0,0.5340050377833753,11098.5,11191.0,1.0,1.0,-70.0,30,4.0,22.5,0.0,1,0
control,2020-09-22 21:44:00-04:00,IS,2020,0.5-1.0,0.5340050377833753,11098.5,11191.0,1.0,1.0,-70.0,60,-2.5,22.5,-9.25,0,0
break,2020-09-23 01:29:00-04:00,IS,2020,1.0-1.5,1.257445400397088,11143.0,11123.25,58.0,0.03333333333333333,30.75,1,-1.75,0.5,-2.5,0,1
break,2020-09-23 01:29:00-04:00,IS,2020,1.0-1.5,1.257445400397088,11143.0,11123.25,58.0,0.03333333333333333,30.75,5,-2.75,0.5,-7.75,0,1
break,2020-09-23 01:29:00-04:00,IS,2020,1.0-1.5,1.257445400397088,11143.0,11123.25,58.0,0.03333333333333333,30.75,15,2.5,8.75,-7.75,1,1
break,2020-09-23 01:29:00-04:00,IS,2020,1.0-1.5,1.257445400397088,11143.0,11123.25,58.0,0.03333333333333333,30.75,30,0.0,8.75,-9.75,0,1
break,2020-09-23 01:29:00-04:00,IS,2020,1.0-1.5,1.257445400397088,11143.0,11123.25,58.0,0.03333333333333333,30.75,60,-19.0,11.0,-23.0,0,1
control,2020-09-23 18:14:00-04:00,IS,2020,<0.5,0.4214123006833713,10821.0,11045.25,1.0,1.0,-216.5,1,-6.75,2.25,-8.0,0,0
control,2020-09-23 18:14:00-04:00,IS,2020,<0.5,0.4214123006833713,10821.0,11045.25,1.0,1.0,-216.5,5,-7.5,2.25,-10.75,0,0
control,2020-09-23 18:14:00-04:00,IS,2020,<0.5,0.4214123006833713,10821.0,11045.25,1.0,1.0,-216.5,15,0.0,7.75,-10.75,0,0
control,2020-09-23 18:14:00-04:00,IS,2020,<0.5,0.4214123006833713,10821.0,11045.25,1.0,1.0,-216.5,30,-27.75,7.75,-34.5,0,0
control,2020-09-23 18:14:00-04:00,IS,2020,<0.5,0.4214123006833713,10821.0,11045.25,1.0,1.0,-216.5,60,-24.25,7.75,-34.5,0,0
control,2020-09-23 19:44:00-04:00,IS,2020,0.5-1.0,0.6823671497584541,10756.0,11039.0,1.0,1.0,-227.5,1,0.75,3.5,-3.5,1,0
control,2020-09-23 19:44:00-04:00,IS,2020,0.5-1.0,0.6823671497584541,10756.0,11039.0,1.0,1.0,-227.5,5,2.0,7.5,-3.5,1,0
control,2020-09-23 19:44:00-04:00,IS,2020,0.5-1.0,0.6823671497584541,10756.0,11039.0,1.0,1.0,-227.5,15,-6.5,7.5,-14.25,0,0
control,2020-09-23 19:44:00-04:00,IS,2020,0.5-1.0,0.6823671497584541,10756.0,11039.0,1.0,1.0,-227.5,30,7.0,13.0,-18.5,1,0
control,2020-09-23 19:44:00-04:00,IS,2020,0.5-1.0,0.6823671497584541,10756.0,11039.0,1.0,1.0,-227.5,60,48.5,55.5,-18.5,1,0
control,2020-09-24 01:59:00-04:00,IS,2020,1.0-1.5,1.1335012594458438,10784.25,10847.0,1.0,1.0,-49.75,1,-0.25,7.0,-2.25,0,0
control,2020-09-24 01:59:00-04:00,IS,2020,1.0-1.5,1.1335012594458438,10784.25,10847.0,1.0,1.0,-49.75,5,4.0,13.0,-2.25,1,0
control,2020-09-24 01:59:00-04:00,IS,2020,1.0-1.5,1.1335012594458438,10784.25,10847.0,1.0,1.0,-49.75,15,-22.5,13.0,-25.25,0,0
control,2020-09-24 01:59:00-04:00,IS,2020,1.0-1.5,1.1335012594458438,10784.25,10847.0,1.0,1.0,-49.75,30,-23.75,13.0,-46.0,0,0
control,2020-09-24 01:59:00-04:00,IS,2020,1.0-1.5,1.1335012594458438,10784.25,10847.0,1.0,1.0,-49.75,60,-50.0,13.0,-64.5,0,0
break,2020-09-24 09:59:00-04:00,IS,2020,1.5+,2.218867924528302,10835.0,10825.0,31.0,0.23333333333333334,112.0,1,50.0,52.5,0.0,1,1
break,2020-09-24 09:59:00-04:00,IS,2020,1.5+,2.218867924528302,10835.0,10825.0,31.0,0.23333333333333334,112.0,5,64.0,72.25,0.0,1,1
break,2020-09-24 09:59:00-04:00,IS,2020,1.5+,2.218867924528302,10835.0,10825.0,31.0,0.23333333333333334,112.0,15,65.0,92.25,0.0,1,1
break,2020-09-24 09:59:00-04:00,IS,2020,1.5+,2.218867924528302,10835.0,10825.0,31.0,0.23333333333333334,112.0,30,11.25,102.0,0.0,1,1
break,2020-09-24 09:59:00-04:00,IS,2020,1.5+,2.218867924528302,10835.0,10825.0,31.0,0.23333333333333334,112.0,60,56.75,102.0,-61.0,1,1
control,2020-09-24 10:59:00-04:00,IS,2020,1.5+,1.9228764981761333,10891.5,10937.0,1.0,0.8,25.25,1,-7.75,2.5,-17.75,0,0
control,2020-09-24 10:59:00-04:00,IS,2020,1.5+,1.9228764981761333,10891.5,10937.0,1.0,0.8,25.25,5,-22.75,7.0,-29.25,0,0
control,2020-09-24 10:59:00-04:00,IS,2020,1.5+,1.9228764981761333,10891.5,10937.0,1.0,0.8,25.25,15,4.5,7.0,-69.0,1,0
control,2020-09-24 10:59:00-04:00,IS,2020,1.5+,1.9228764981761333,10891.5,10937.0,1.0,0.8,25.25,30,15.75,34.25,-69.0,1,0
control,2020-09-24 10:59:00-04:00,IS,2020,1.5+,1.9228764981761333,10891.5,10937.0,1.0,0.8,25.25,60,62.25,70.75,-69.0,1,1
control,2020-09-24 18:14:00-04:00,IS,2020,0.5-1.0,0.5081495685522531,10940.75,11011.75,1.0,1.0,-66.25,1,-1.25,1.75,-1.25,0,0
control,2020-09-24 18:14:00-04:00,IS,2020,0.5-1.0,0.5081495685522531,10940.75,11011.75,1.0,1.0,-66.25,5,-0.25,1.75,-3.5,0,0
control,2020-09-24 18:14:00-04:00,IS,2020,0.5-1.0,0.5081495685522531,10940.75,11011.75,1.0,1.0,-66.25,15,-11.0,1.75,-12.25,0,0
control,2020-09-24 18:14:00-04:00,IS,2020,0.5-1.0,0.5081495685522531,10940.75,11011.75,1.0,1.0,-66.25,30,-11.0,4.75,-15.75,0,0
control,2020-09-24 18:14:00-04:00,IS,2020,0.5-1.0,0.5081495685522531,10940.75,11011.75,1.0,1.0,-66.25,60,-0.5,4.75,-15.75,0,0
control,2020-09-24 18:44:00-04:00,IS,2020,<0.5,0.004961548002976928,10930.5,11011.75,1.0,1.0,-54.75,1,-5.5,0.0,-5.5,0,0
control,2020-09-24 18:44:00-04:00,IS,2020,<0.5,0.004961548002976928,10930.5,11011.75,1.0,1.0,-54.75,5,-4.0,0.0,-5.5,0,0
control,2020-09-24 18:44:00-04:00,IS,2020,<0.5,0.004961548002976928,10930.5,11011.75,1.0,1.0,-54.75,15,-2.25,1.25,-5.5,0,0
control,2020-09-24 18:44:00-04:00,IS,2020,<0.5,0.004961548002976928,10930.5,11011.75,1.0,1.0,-54.75,30,9.75,11.5,-5.5,1,0
control,2020-09-24 18:44:00-04:00,IS,2020,<0.5,0.004961548002976928,10930.5,11011.75,1.0,1.0,-54.75,60,23.0,26.5,-5.5,1,0
break,2020-09-24 21:29:00-04:00,IS,2020,<0.5,0.4810126582278481,10967.75,10966.25,3.0,0.95,4.75,1,0.0,3.25,-1.25,0,1
break,2020-09-24 21:29:00-04:00,IS,2020,<0.5,0.4810126582278481,10967.75,10966.25,3.0,0.95,4.75,5,-7.25,3.25,-11.5,0,0
break,2020-09-24 21:29:00-04:00,IS,2020,<0.5,0.4810126582278481,10967.75,10966.25,3.0,0.95,4.75,15,-9.75,3.25,-11.5,0,0
break,2020-09-24 21:29:00-04:00,IS,2020,<0.5,0.4810126582278481,10967.75,10966.25,3.0,0.95,4.75,30,-13.25,3.25,-14.75,0,0
break,2020-09-24 21:29:00-04:00,IS,2020,<0.5,0.4810126582278481,10967.75,10966.25,3.0,0.95,4.75,60,-10.5,3.25,-14.75,0,0
control,2020-09-25 02:59:00-04:00,IS,2020,1.0-1.5,1.0445682451253482,10915.5,10967.75,1.0,1.0,-46.0,1,-4.5,0.0,-12.0,0,0
control,2020-09-25 02:59:00-04:00,IS,2020,1.0-1.5,1.0445682451253482,10915.5,10967.75,1.0,1.0,-46.0,5,-27.0,1.5,-28.5,0,0
control,2020-09-25 02:59:00-04:00,IS,2020,1.0-1.5,1.0445682451253482,10915.5,10967.75,1.0,1.0,-46.0,15,-7.0,1.5,-50.75,0,0
control,2020-09-25 02:59:00-04:00,IS,2020,1.0-1.5,1.0445682451253482,10915.5,10967.75,1.0,1.0,-46.0,30,-2.25,3.0,-50.75,0,0
control,2020-09-25 02:59:00-04:00,IS,2020,1.0-1.5,1.0445682451253482,10915.5,10967.75,1.0,1.0,-46.0,60,-37.75,6.25,-50.75,0,0
break,2020-09-27 18:14:00-04:00,IS,2020,1.0-1.5,1.0893970893970895,11177.75,11166.25,21.0,0.31666666666666665,13.25,1,1.0,1.0,-1.5,1,1
break,2020-09-27 18:14:00-04:00,IS,2020,1.0-1.5,1.0893970893970895,11177.75,11166.25,21.0,0.31666666666666665,13.25,5,-3.0,1.0,-4.75,0,1
break,2020-09-27 18:14:00-04:00,IS,2020,1.0-1.5,1.0893970893970895,11177.75,11166.25,21.0,0.31666666666666665,13.25,15,-4.75,1.0,-8.75,0,1
break,2020-09-27 18:14:00-04:00,IS,2020,1.0-1.5,1.0893970893970895,11177.75,11166.25,21.0,0.31666666666666665,13.25,30,0.5,1.0,-17.75,1,1
break,2020-09-27 18:14:00-04:00,IS,2020,1.0-1.5,1.0893970893970895,11177.75,11166.25,21.0,0.31666666666666665,13.25,60,-14.25,1.75,-17.75,0,0
control,2020-09-27 18:44:00-04:00,IS,2020,<0.5,0.17777777777777778,11177.75,11181.0,1.0,1.0,-1.5,1,-1.75,1.0,-3.0,0,0
control,2020-09-27 18:44:00-04:00,IS,2020,<0.5,0.17777777777777778,11177.75,11181.0,1.0,1.0,-1.5,5,-2.0,1.0,-3.0,0,0
control,2020-09-27 18:44:00-04:00,IS,2020,<0.5,0.17777777777777778,11177.75,11181.0,1.0,1.0,-1.5,15,-8.25,1.75,-12.0,0,0
control,2020-09-27 18:44:00-04:00,IS,2020,<0.5,0.17777777777777778,11177.75,11181.0,1.0,1.0,-1.5,30,-14.25,1.75,-15.75,0,0
control,2020-09-27 18:44:00-04:00,IS,2020,<0.5,0.17777777777777778,11177.75,11181.0,1.0,1.0,-1.5,60,-12.5,1.75,-28.5,0,0
control,2020-09-27 20:44:00-04:00,IS,2020,0.5-1.0,0.5113952195664258,11164.25,11181.0,1.0,1.0,-6.25,1,-2.0,0.25,-2.75,0,0
control,2020-09-27 20:44:00-04:00,IS,2020,0.5-1.0,0.5113952195664258,11164.25,11181.0,1.0,1.0,-6.25,5,-6.0,0.25,-6.25,0,0
control,2020-09-27 20:44:00-04:00,IS,2020,0.5-1.0,0.5113952195664258,11164.25,11181.0,1.0,1.0,-6.25,15,-16.25,0.25,-18.25,0,0
control,2020-09-27 20:44:00-04:00,IS,2020,0.5-1.0,0.5113952195664258,11164.25,11181.0,1.0,1.0,-6.25,30,-3.5,4.25,-19.25,0,0
control,2020-09-27 20:44:00-04:00,IS,2020,0.5-1.0,0.5113952195664258,11164.25,11181.0,1.0,1.0,-6.25,60,7.5,10.5,-19.25,1,0
control,2020-09-28 11:14:00-04:00,IS,2020,1.5+,1.622477245745944,11291.75,11365.5,1.0,1.0,-60.5,1,4.5,6.0,0.0,1,0
control,2020-09-28 11:14:00-04:00,IS,2020,1.5+,1.622477245745944,11291.75,11365.5,1.0,1.0,-60.5,5,-6.25,6.0,-14.75,0,0
control,2020-09-28 11:14:00-04:00,IS,2020,1.5+,1.622477245745944,11291.75,11365.5,1.0,1.0,-60.5,15,-1.75,8.25,-28.0,0,0
control,2020-09-28 11:14:00-04:00,IS,2020,1.5+,1.622477245745944,11291.75,11365.5,1.0,1.0,-60.5,30,-6.75,13.25,-28.0,0,0
control,2020-09-28 11:14:00-04:00,IS,2020,1.5+,1.622477245745944,11291.75,11365.5,1.0,1.0,-60.5,60,-37.25,13.25,-50.5,0,0
control,2020-09-28 18:14:00-04:00,IS,2020,<0.5,0.19172113289760348,11393.75,11404.0,1.0,0.9,9.75,1,1.25,1.25,-0.5,1,0
control,2020-09-28 18:14:00-04:00,IS,2020,<0.5,0.19172113289760348,11393.75,11404.0,1.0,0.9,9.75,5,2.5,3.75,-2.5,1,0
control,2020-09-28 18:14:00-04:00,IS,2020,<0.5,0.19172113289760348,11393.75,11404.0,1.0,0.9,9.75,15,5.0,9.5,-2.5,1,0
control,2020-09-28 18:14:00-04:00,IS,2020,<0.5,0.19172113289760348,11393.75,11404.0,1.0,0.9,9.75,30,7.75,20.0,-2.5,1,0
control,2020-09-28 18:14:00-04:00,IS,2020,<0.5,0.19172113289760348,11393.75,11404.0,1.0,0.9,9.75,60,7.25,20.0,-2.5,1,0
break,2020-09-28 19:59:00-04:00,IS,2020,<0.5,0.13385387618516453,11418.0,11417.5,1.0,0.15,21.5,1,-3.25,0.0,-5.0,0,0
break,2020-09-28 19:59:00-04:00,IS,2020,<0.5,0.13385387618516453,11418.0,11417.5,1.0,0.15,21.5,5,-4.0,0.0,-7.5,0,0
break,2020-09-28 19:59:00-04:00,IS,2020,<0.5,0.13385387618516453,11418.0,11417.5,1.0,0.15,21.5,15,9.5,10.5,-7.5,1,1
break,2020-09-28 19:59:00-04:00,IS,2020,<0.5,0.13385387618516453,11418.0,11417.5,1.0,0.15,21.5,30,6.75,12.25,-7.5,1,1
break,2020-09-28 19:59:00-04:00,IS,2020,<0.5,0.13385387618516453,11418.0,11417.5,1.0,0.15,21.5,60,16.0,21.0,-7.5,1,1
control,2020-09-28 23:44:00-04:00,IS,2020,0.5-1.0,0.5496828752642706,11411.0,11443.25,1.0,1.0,-16.5,1,-0.5,0.0,-1.25,0,0
control,2020-09-28 23:44:00-04:00,IS,2020,0.5-1.0,0.5496828752642706,11411.0,11443.25,1.0,1.0,-16.5,5,-2.75,0.75,-3.25,0,0
control,2020-09-28 23:44:00-04:00,IS,2020,0.5-1.0,0.5496828752642706,11411.0,11443.25,1.0,1.0,-16.5,15,0.5,2.0,-13.25,1,0
control,2020-09-28 23:44:00-04:00,IS,2020,0.5-1.0,0.5496828752642706,11411.0,11443.25,1.0,1.0,-16.5,30,14.0,15.0,-13.25,1,0
control,2020-09-28 23:44:00-04:00,IS,2020,0.5-1.0,0.5496828752642706,11411.0,11443.25,1.0,1.0,-16.5,60,11.0,15.75,-13.25,1,0
control,2020-09-29 00:14:00-04:00,IS,2020,1.0-1.5,1.128526645768025,11425.25,11443.25,1.0,0.85,5.5,1,-2.25,1.5,-2.5,0,0
control,2020-09-29 00:14:00-04:00,IS,2020,1.0-1.5,1.128526645768025,11425.25,11443.25,1.0,0.85,5.5,5,-1.0,1.5,-5.5,0,0
control,2020-09-29 00:14:00-04:00,IS,2020,1.0-1.5,1.128526645768025,11425.25,11443.25,1.0,0.85,5.5,15,-1.0,1.5,-5.5,0,0
control,2020-09-29 00:14:00-04:00,IS,2020,1.0-1.5,1.128526645768025,11425.25,11443.25,1.0,0.85,5.5,30,-3.25,1.5,-8.75,0,0
control,2020-09-29 00:14:00-04:00,IS,2020,1.0-1.5,1.128526645768025,11425.25,11443.25,1.0,0.85,5.5,60,19.0,23.5,-8.75,1,1
control,2020-09-29 18:14:00-04:00,IS,2020,<0.5,0.436639772187945,11332.0,11365.75,1.0,1.0,-14.75,1,0.5,2.0,0.0,1,0
control,2020-09-29 18:14:00-04:00,IS,2020,<0.5,0.436639772187945,11332.0,11365.75,1.0,1.0,-14.75,5,0.0,2.0,-3.0,0,0
control,2020-09-29 18:14:00-04:00,IS,2020,<0.5,0.436639772187945,11332.0,11365.75,1.0,1.0,-14.75,15,-3.5,2.0,-8.0,0,0
control,2020-09-29 18:14:00-04:00,IS,2020,<0.5,0.436639772187945,11332.0,11365.75,1.0,1.0,-14.75,30,-3.5,2.0,-12.75,0,0
control,2020-09-29 18:14:00-04:00,IS,2020,<0.5,0.436639772187945,11332.0,11365.75,1.0,1.0,-14.75,60,12.25,19.0,-12.75,1,0
control,2020-09-29 18:59:00-04:00,IS,2020,0.5-1.0,0.5307961942914372,11341.5,11365.75,1.0,1.0,-14.75,1,-0.25,0.25,-0.75,0,0
control,2020-09-29 18:59:00-04:00,IS,2020,0.5-1.0,0.5307961942914372,11341.5,11365.75,1.0,1.0,-14.75,5,-0.75,1.25,-1.75,0,0
control,2020-09-29 18:59:00-04:00,IS,2020,0.5-1.0,0.5307961942914372,11341.5,11365.75,1.0,1.0,-14.75,15,2.75,9.5,-2.25,1,0
control,2020-09-29 18:59:00-04:00,IS,2020,0.5-1.0,0.5307961942914372,11341.5,11365.75,1.0,1.0,-14.75,30,3.75,9.5,-2.25,1,0
control,2020-09-29 18:59:00-04:00,IS,2020,0.5-1.0,0.5307961942914372,11341.5,11365.75,1.0,1.0,-14.75,60,-1.25,9.5,-6.75,0,0
break,2020-09-29 21:29:00-04:00,IS,2020,1.5+,1.5892255892255893,11369.75,11357.0,,0.0,70.0,1,1.25,2.5,-3.75,1,1
break,2020-09-29 21:29:00-04:00,IS,2020,1.5+,1.5892255892255893,11369.75,11357.0,,0.0,70.0,5,-4.75,2.75,-7.0,0,1
break,2020-09-29 21:29:00-04:00,IS,2020,1.5+,1.5892255892255893,11369.75,11357.0,,0.0,70.0,15,-5.0,2.75,-7.0,0,1
break,2020-09-29 21:29:00-04:00,IS,2020,1.5+,1.5892255892255893,11369.75,11357.0,,0.0,70.0,30,5.0,6.5,-9.25,1,1
break,2020-09-29 21:29:00-04:00,IS,2020,1.5+,1.5892255892255893,11369.75,11357.0,,0.0,70.0,60,45.75,57.25,-9.25,1,1
control,2020-09-30 18:14:00-04:00,IS,2020,0.5-1.0,0.6743566992014196,11403.75,11526.0,1.0,1.0,-88.5,1,-3.0,2.25,-3.75,0,0
control,2020-09-30 18:14:00-04:00,IS,2020,0.5-1.0,0.6743566992014196,11403.75,11526.0,1.0,1.0,-88.5,5,8.75,9.5,-12.75,1,0
control,2020-09-30 18:14:00-04:00,IS,2020,0.5-1.0,0.6743566992014196,11403.75,11526.0,1.0,1.0,-88.5,15,12.25,18.5,-12.75,1,0
control,2020-09-30 18:14:00-04:00,IS,2020,0.5-1.0,0.6743566992014196,11403.75,11526.0,1.0,1.0,-88.5,30,-2.5,18.5,-12.75,0,0
control,2020-09-30 18:14:00-04:00,IS,2020,0.5-1.0,0.6743566992014196,11403.75,11526.0,1.0,1.0,-88.5,60,30.75,33.75,-12.75,1,0
control,2020-09-30 18:29:00-04:00,IS,2020,<0.5,0.28225806451612906,11416.75,11526.0,1.0,1.0,-88.0,1,-5.0,0.0,-5.25,0,0
control,2020-09-30 18:29:00-04:00,IS,2020,<0.5,0.28225806451612906,11416.75,11526.0,1.0,1.0,-88.0,5,-6.0,0.0,-10.75,0,0
control,2020-09-30 18:29:00-04:00,IS,2020,<0.5,0.28225806451612906,11416.75,11526.0,1.0,1.0,-88.0,15,-15.5,0.0,-16.0,0,0
control,2020-09-30 18:29:00-04:00,IS,2020,<0.5,0.28225806451612906,11416.75,11526.0,1.0,1.0,-88.0,30,9.5,12.75,-16.0,1,0
control,2020-09-30 18:29:00-04:00,IS,2020,<0.5,0.28225806451612906,11416.75,11526.0,1.0,1.0,-88.0,60,11.25,21.25,-16.0,1,0
control,2020-09-30 21:14:00-04:00,IS,2020,1.0-1.5,1.3732651570489407,11459.5,11462.0,1.0,0.5333333333333333,11.25,1,-0.5,7.25,-1.5,0,0
control,2020-09-30 21:14:00-04:00,IS,2020,1.0-1.5,1.3732651570489407,11459.5,11462.0,1.0,0.5333333333333333,11.25,5,3.25,7.25,-4.25,1,1
control,2020-09-30 21:14:00-04:00,IS,2020,1.0-1.5,1.3732651570489407,11459.5,11462.0,1.0,0.5333333333333333,11.25,15,-2.0,7.25,-6.75,0,0
control,2020-09-30 21:14:00-04:00,IS,2020,1.0-1.5,1.3732651570489407,11459.5,11462.0,1.0,0.5333333333333333,11.25,30,12.5,13.75,-9.0,1,1
control,2020-09-30 21:14:00-04:00,IS,2020,1.0-1.5,1.3732651570489407,11459.5,11462.0,1.0,0.5333333333333333,11.25,60,4.0,13.75,-9.0,1,1
break,2020-09-30 21:44:00-04:00,IS,2020,<0.5,0.46793061718434853,11470.75,11466.75,1.0,0.6333333333333333,11.0,1,-6.5,1.0,-7.0,0,0
break,2020-09-30 21:44:00-04:00,IS,2020,<0.5,0.46793061718434853,11470.75,11466.75,1.0,0.6333333333333333,11.0,5,-4.5,1.0,-7.5,0,0
break,2020-09-30 21:44:00-04:00,IS,2020,<0.5,0.46793061718434853,11470.75,11466.75,1.0,0.6333333333333333,11.0,15,-6.5,1.0,-10.5,0,0
break,2020-09-30 21:44:00-04:00,IS,2020,<0.5,0.46793061718434853,11470.75,11466.75,1.0,0.6333333333333333,11.0,30,-7.25,2.0,-13.75,0,0
break,2020-09-30 21:44:00-04:00,IS,2020,<0.5,0.46793061718434853,11470.75,11466.75,1.0,0.6333333333333333,11.0,60,2.75,7.0,-13.75,1,1
control,2020-10-01 03:29:00-04:00,IS,2020,1.5+,1.7131474103585655,11505.25,11507.75,1.0,0.75,11.25,1,-7.5,1.75,-8.0,0,0
